web-scraper-order,web-scraper-start-url,link-selector,link-selector-href,product-base-price-selector,product-calorie-selector,product-fat-selector,product-carb-selector,product-price-kilo-selector,product-protein-selector
"1665144449-878","https://www.ah.nl/producten/snoep-koek-chips-en-chocolade?minPrice=1.8&sortBy=-price&page=40","Schär Savaoiardi","https://www.ah.nl/producten/product/wi466846/schar-savaoiardi","4.29","1604 kJ (380 kcal)","Vet7 g","Koolhydraten70 g","Prijs per KG € 21,45","Eiwitten8.6 g"
"1665144451-879","https://www.ah.nl/producten/snoep-koek-chips-en-chocolade?minPrice=1.8&sortBy=-price&page=40","AH Biologisch Gezouten cashewnoten","https://www.ah.nl/producten/product/wi457754/ah-biologisch-gezouten-cashewnoten","4.29","2540 kJ (613 kcal)","Vet49 g","Koolhydraten22 g","Prijs per KG € 26,81","Eiwitten19 g"
"1665144453-880","https://www.ah.nl/producten/snoep-koek-chips-en-chocolade?minPrice=1.8&sortBy=-price&page=40","AH Biologisch Ongezouten cashewnoten","https://www.ah.nl/producten/product/wi457519/ah-biologisch-ongezouten-cashewnoten","4.29","2578 kJ (622 kcal)","Vet50 g","Koolhydraten22 g","Prijs per KG € 26,81","Eiwitten19 g"
"1665144456-881","https://www.ah.nl/producten/snoep-koek-chips-en-chocolade?minPrice=1.8&sortBy=-price&page=40","Raw Organic Food Cacao bites cashew","https://www.ah.nl/producten/product/wi371346/raw-organic-food-cacao-bites-cashew","4.29","1711 kJ (409 kcal)","Vet22 g","Koolhydraten48 g","Prijs per KG € 57,20","Eiwitten4.4 g"
"1665144458-882","https://www.ah.nl/producten/snoep-koek-chips-en-chocolade?minPrice=1.8&sortBy=-price&page=40","Raw Organic Food Cacao bites kokos","https://www.ah.nl/producten/product/wi371345/raw-organic-food-cacao-bites-kokos","4.29","1910 kJ (459 kcal)","Vet30 g","Koolhydraten41 g","Prijs per KG € 57,20","Eiwitten4.5 g"
"1665144460-883","https://www.ah.nl/producten/snoep-koek-chips-en-chocolade?minPrice=1.8&sortBy=-price&page=40","AH Quichevorm met losse bodem 28 cm","https://www.ah.nl/producten/product/wi228344/ah-quichevorm-met-losse-bodem-28-cm","4.29","null","null","null","null","null"
"1665144463-884","https://www.ah.nl/producten/snoep-koek-chips-en-chocolade?minPrice=1.8&sortBy=-price&page=40","Look-O-Look zure snoepjes en gummies","https://www.ah.nl/producten/product/wi530918/look-o-look-zure-snoepjes-en-gummies","4.34","null","null","null","null","null"
"1665144465-885","https://www.ah.nl/producten/snoep-koek-chips-en-chocolade?minPrice=1.8&sortBy=-price&page=40","Sportlife Boost energy spearmint","https://www.ah.nl/producten/product/wi493011/sportlife-boost-energy-spearmint","4.35","780 kJ (187 kcal)","Vet0.8 g","Koolhydraten68 g","Prijs per KG € 43,94","Eiwitten0 g"
"1665144467-886","https://www.ah.nl/producten/snoep-koek-chips-en-chocolade?minPrice=1.8&sortBy=-price&page=40","Sportlife Boost focus freshmint","https://www.ah.nl/producten/product/wi493010/sportlife-boost-focus-freshmint","4.35","804 kJ (193 kcal)","Vet0.8 g","Koolhydraten69 g","Prijs per KG € 43,94","Eiwitten0 g"
"1665144470-887","https://www.ah.nl/producten/snoep-koek-chips-en-chocolade?minPrice=1.8&sortBy=-price&page=40","Mentos Gum Vitamins citrus blend gum sugarfree","https://www.ah.nl/producten/product/wi486792/mentos-gum-vitamins-citrus-blend-gum-sugarfree","4.35","775 kJ (186 kcal)","Vet0.3 g","Koolhydraten71 g","null","Eiwitten0 g"
"1665144473-888","https://www.ah.nl/producten/snoep-koek-chips-en-chocolade?minPrice=1.8&sortBy=-price&page=40","Monin Amaretto siroop","https://www.ah.nl/producten/product/wi521909/monin-amaretto-siroop","4.39","329 kcal (1378 kJ)","Vet0 g","Koolhydraten82.3 g","Prijs per LT € 17,56","Eiwitten0 g"
