,product name,base price,Kcal/100g,fat/100g,carb/100g,protein/100g,€/100g or ml,protein/Kcal
3851,AH Mozzarella geraspt,2.69,306.0,22.0,,25.0,1.7899999999999998,0.08169934640522876
3852,AH Parmigiano reggiano poeder,2.69,398.0,30.0,,32.0,2.98,0.08040201005025126
3853,AH Excellent Arrabbiata pesto,2.69,420.0,38.0,11.0,,1.9899999999999998,
3854,AH Coburger ham,2.69,180.0,10.0,0.3,22.0,2.69,0.12222222222222222
3855,MinusL Goudse 48+ plakken,2.69,364.0,29.0,0.1,25.0,1.7899999999999998,0.06868131868131869
3857,AH Excellent Hongaarse salami,2.42,525.0,47.0,0.5,25.0,3.3600000000000003,0.047619047619047616
3858,Chavroux Pure geitenkaas,2.69,162.0,13.0,2.6,8.7,1.7899999999999998,0.0537037037037037
3859,AH Parmigiano reggiano,2.69,384.0,28.0,,33.0,2.98,0.0859375
3860,AH Pasta geraspte kaas,2.69,351.0,27.0,,25.0,1.7899999999999998,0.07122507122507123
3861,Compaxo Amigo's,2.69,544.0,48.0,,27.0,1.34,0.04963235294117647
3862,Streeckgenoten Cervelaat klein,2.66,379.0,35.0,1.5,22.0,2.21,0.05804749340369393
3864,Johma Pikante kip-kerrie salade,2.65,304.0,27.1,5.3,8.8,1.51,0.028947368421052635
3865,Streeckgenoten Cornedbeef wapenaar,2.63,162.0,7.9,1.9,20.7,2.3899999999999997,0.12777777777777777
3866,Argal Fuet sticks,2.59,500.0,44.0,,24.0,1.72,0.048
3867,Nurishh Plantaardige plakken met chili smaak,2.59,,,,,2.15,
3868,No Fairytales Salsa spicy jalapeño pittig,2.59,31.0,0.4,4.3,1.1,1.52,0.035483870967741936
3869,No Fairytales Salsa classic mild,2.59,30.0,0.4,4.3,1.1,1.52,0.03666666666666667
3870,AH Zaanlander Belegen schuitje,2.59,388.0,32.0,,25.0,2.07,0.06443298969072164
3871,AH Toscaanse Rib,2.59,222.0,16.0,0.4,19.0,2.59,0.08558558558558559
3873,AH Grillworst,2.59,266.0,22.0,,14.0,0.74,0.05263157894736842
3874,AH Roasted gehakt,2.33,267.0,21.0,4.4,15.0,2.25,0.056179775280898875
3875,AH Pizza salami,2.59,383.0,34.0,0.2,19.0,2.07,0.04960835509138381
3876,AH Scharrel kipcervelaat,2.59,274.0,21.0,0.2,21.0,2.59,0.07664233576642336
3877,AH Boerenmetworst,2.59,410.0,38.0,0.2,17.0,2.15,0.041463414634146344
3878,Parrano Snippers robusto,2.59,367.0,27.0,2.2,28.0,3.2299999999999995,0.07629427792915532
3879,Le Rustique Brie,2.59,351.0,31.0,,17.0,1.29,0.04843304843304843
3880,AH Kip-kerriesalade,2.59,280.0,24.0,7.3,8.4,1.48,0.030000000000000002
3881,AH Kip-satésalade,2.59,266.0,17.0,17.0,11.0,1.48,0.041353383458646614
3882,Steneker Friese knakkers,2.59,452.0,37.0,0.5,29.0,1.61,0.06415929203539823
3883,Linesse Light kaasspread belegen,2.59,162.0,9.1,,15.0,1.29,0.09259259259259259
3885,Steneker Groningse knakkers,2.59,452.0,37.0,0.5,29.0,1.61,0.06415929203539823
3886,Fish Tales Gerookte zalmsalade,2.55,332.0,31.0,4.1,8.3,2.04,0.025
3887,Fish Tales Tonijnsalade,2.55,356.0,32.0,2.8,14.0,2.04,0.03932584269662921
3888,Maza Hoemoes paprika oregano,2.55,263.0,23.4,7.2,5.9,1.27,0.02243346007604563
3889,Vegetarische Slager Vegan petit pate,2.55,302.0,26.8,9.7,4.7,2.12,0.01556291390728477
3890,Wahid Goudse kaas jong 48+ plakken,2.55,357.0,29.9,,22.8,1.27,0.06386554621848739
3891,La Vache Qui Rit Cheez dippers,2.55,281.0,15.5,24.5,10.0,1.45,0.03558718861209965
3892,AH Geitenkaas bel licht pittig 50+ geraspt,2.55,406.0,34.0,,23.0,1.7,0.05665024630541872
3893,Président Crème de brie,2.55,287.0,25.0,1.5,14.0,2.04,0.04878048780487805
3894,Streeckgenoten Herfstrollade,2.52,192.0,11.0,7.7,15.0,2.29,0.078125
3896,AH Garnalen in chili olie,2.5,304.0,28.0,0.9,12.0,3.5700000000000003,0.039473684210526314
3897,AH Garnalen in knoflookmarinade,2.5,296.0,27.0,,12.0,3.5700000000000003,0.04054054054054054
3898,AH Tapas kipballetjes mediterraans,2.5,271.0,17.0,15.0,13.0,2.77,0.04797047970479705
3899,AH Gehaktballetjes pikant,2.5,279.0,21.0,,17.0,2.27,0.06093189964157706
3900,AH Gehaktballetjes naturel,2.5,271.0,20.0,4.3,18.0,2.27,0.06642066420664207
3901,AH Gehaktballetjes Indisch,2.5,297.0,20.0,12.0,16.0,2.27,0.05387205387205387
3902,AH Tonijn tapenade,2.5,292.0,24.0,5.5,13.0,2.0,0.04452054794520548
3903,AH Champignons in knoflook,2.5,203.0,18.0,3.4,4.5,2.5,0.022167487684729065
3904,AH Kaas pesto dip,2.5,456.0,45.0,3.5,8.8,2.77,0.01929824561403509
3905,AH Zaanlander Jong 48+ stuk,1.87,362.0,30.0,,23.0,1.0,0.06353591160220995
3906,AH Gegrilde artisjokharten,2.5,,,,,2.5,
3907,AH Excellent Luxe salade kokos curry kip,2.5,328.0,30.0,6.3,7.5,1.6600000000000001,0.022865853658536585
3908,AH Muhammara,2.5,227.0,13.0,23.0,3.3,1.42,0.014537444933920705
3909,AH Yakitori spiesjes,2.5,186.0,8.9,13.0,13.0,2.17,0.06989247311827956
3910,AH Goudse jong belegen blokjes 30+,2.5,282.0,18.0,,30.0,1.56,0.10638297872340426
3911,AH Longaniza Iberica,2.5,417.0,33.0,,27.0,4.16,0.06474820143884892
3912,AH Roomkaas rode biet geitenkaas,2.5,296.0,28.0,5.3,5.2,2.0,0.01756756756756757
3913,AH Indonesische kipsatespiesjes,2.5,234.0,16.0,7.4,15.0,2.63,0.0641025641025641
3914,AH Vega kebab sticks,2.5,208.0,10.0,12.0,17.0,2.5,0.08173076923076923
3915,AH Roomkaas zalm,2.5,295.0,26.0,3.2,12.0,2.0,0.04067796610169491
3916,AH Duo dip munt en biet,2.5,187.0,17.0,3.5,4.8,1.56,0.025668449197860963
3917,AH Surimi-rivierkreeft salade,2.5,234.0,18.0,11.0,6.6,2.0,0.028205128205128202
3918,AH Spaanse jamon serrano,2.5,228.0,12.0,0.1,30.0,4.16,0.13157894736842105
3919,AH Roomkaas met bieslook,2.5,230.0,21.0,1.9,8.3,2.0,0.036086956521739134
3920,AH Chorizo,2.5,465.0,41.0,0.5,23.0,1.25,0.04946236559139785
3921,AH Fuet,2.5,420.0,33.0,,27.0,1.42,0.06428571428571428
3922,AH Vrije-uitloopei salade bewuste keuze,2.49,222.0,18.0,,8.8,1.42,0.039639639639639644
3923,AH Tonijnsalade bewuste keuze,2.49,213.0,15.0,6.3,12.0,1.42,0.056338028169014086
3924,AH Kip-kerrie salade bewuste keuze,2.49,208.0,16.0,6.3,8.6,1.42,0.041346153846153845
3925,Vegetarische Slager Vegan petit filet americain,2.49,212.0,13.5,11.0,11.2,2.07,0.05283018867924528
3926,AH Franse roquefort,2.49,367.0,32.0,0.8,19.0,1.6600000000000001,0.051771117166212535
3927,Président Petit camembert,2.49,268.0,20.0,0.5,22.0,1.7100000000000002,0.08208955223880597
3928,Wildwestland Garlic and herb affair red curry,2.49,250.0,21.4,12.5,1.6,2.07,0.0064
3929,Wildwestland Cream passionel sweet pepper,2.49,205.0,17.2,11.4,1.1,1.77,0.005365853658536586
3930,Quorn Vegan filet americain,1.87,224.0,19.0,5.8,5.6,1.9899999999999998,0.024999999999999998
3931,Quorn Vegan ham salade,1.87,203.0,17.0,6.4,3.8,1.9899999999999998,0.0187192118226601
3932,Quorn Vegan salade kip curry,1.87,244.0,22.0,4.9,5.1,1.9899999999999998,0.020901639344262292
3933,Boursin Plantaardig,2.49,260.0,21.5,12.5,,1.9100000000000001,
3934,Veganz Cracker cheese style,2.49,398.0,9.7,66.0,8.1,2.4899999999999998,0.02035175879396985
3935,Veganz Cracker onion,2.49,408.0,9.7,69.0,7.1,2.4899999999999998,0.017401960784313726
3936,AH Borrel toast vijgen dadels,2.49,446.0,15.0,61.0,14.0,2.4899999999999998,0.03139013452914798
3937,Snaqs Seaweed Crisps BBQ,2.49,384.0,7.1,68.4,10.9,6.220000000000001,0.028385416666666666
3938,AH Borreltoast voor kaas abrikoos,2.49,448.0,15.0,61.0,14.0,2.4899999999999998,0.03125
3940,AH Clemont Rouge 70+,2.49,418.0,40.0,0.5,14.0,1.6600000000000001,0.03349282296650718
3941,AH Tex-mex geraspte kaas,2.49,360.0,28.0,,25.0,1.6600000000000001,0.06944444444444445
3942,Zanetti Parmigiano reggiano flakes,2.49,402.0,30.0,,32.0,2.4899999999999998,0.07960199004975124
3943,Salakis Classic greek feta,2.49,270.0,22.5,0.4,16.4,1.9899999999999998,0.060740740740740734
3944,AH Ricotta,2.49,143.0,11.0,2.5,8.5,0.99,0.05944055944055944
3945,AH Plantaardige rasp Italiaanse stijl,2.49,345.0,26.0,27.0,0.5,1.24,0.0014492753623188406
3946,Wildwestland Garlic herb affair,2.49,248.0,22.1,10.5,1.6,1.9899999999999998,0.0064516129032258064
3948,Vegetarische Slager Spaanse worst,2.49,214.0,12.8,,15.7,2.4899999999999998,0.0733644859813084
3949,Vegetarische Slager Kipworst,2.49,176.0,10.2,5.9,15.1,2.4899999999999998,0.08579545454545455
3950,AH Excellent Mortadella di bologna,2.49,322.0,28.0,0.5,17.0,2.4899999999999998,0.052795031055900624
3951,AH Scharrel flinterdunne gerookte kipfilet,2.49,129.0,4.7,1.6,20.0,2.4899999999999998,0.15503875968992248
3952,AH Gehakt met ui,2.49,237.0,16.0,9.8,13.0,1.9899999999999998,0.05485232067510549
3953,AH Tonijnsalade,2.49,317.0,27.0,5.4,13.0,1.42,0.04100946372239748
3954,AH Gerookte zalm salade,2.49,454.0,45.0,4.4,7.8,1.42,0.017180616740088105
3955,Auvernou Mini sticks nature,2.49,527.0,45.0,2.4,28.0,2.4899999999999998,0.05313092979127135
3957,Parrano Snippers originale,2.49,367.0,27.0,1.9,28.0,3.1100000000000003,0.07629427792915532
3958,AH Corned beef,2.49,203.0,11.0,,24.0,2.07,0.11822660098522167
3959,AH Keulse smeerleverworst,2.49,263.0,23.0,,13.0,1.42,0.049429657794676805
3960,Meester & Zn. Gekookte worst,2.49,278.0,24.0,2.5,13.0,0.49000000000000005,0.046762589928057555
3961,AH Kleine worstjes,2.49,529.0,45.0,,27.0,2.7600000000000002,0.05103969754253308
3962,Leerdammer Belegen 48+ plakken,2.49,368.0,30.0,0.1,24.5,1.6600000000000001,0.06657608695652174
3963,AH Geraspte kaas speciaal voor pizza,2.49,329.0,25.0,,24.0,1.6600000000000001,0.0729483282674772
3964,De Zaanse Hoeve Pittig 45+ geraspt,2.49,420.0,32.0,,31.0,1.24,0.07380952380952381
3965,Parrano Rasp originale,2.49,353.0,27.0,1.9,26.0,2.4899999999999998,0.07365439093484419
3967,Galbani Mozzarella mini,2.49,233.0,17.0,,19.0,1.6600000000000001,0.0815450643776824
3968,AH Fourme d'Ambert,2.47,332.0,28.0,,20.0,1.89,0.060240963855421686
3969,Streeckgenoten Schouderham,2.46,103.0,,0.9,18.0,2.05,0.17475728155339806
3970,AH Saksische smeerleverworst,2.46,334.0,31.0,2.7,11.0,1.19,0.03293413173652695
3971,Philadelphia Extra protein,2.45,87.0,2.5,4.9,11.0,1.4,0.12643678160919541
3972,Fratelli Laurieri Scrocchi Grande zeezout,2.45,427.0,11.8,68.3,10.3,1.4,0.024121779859484778
3973,Johma Selleriesalade,2.45,238.0,21.8,7.7,,1.4,
3974,AH Coburger schinken,2.45,182.0,10.0,,22.0,1.6300000000000001,0.12087912087912088
3975,Heinz Sandwich spread naturel,2.45,235.0,19.0,15.0,1.6,0.54,0.006808510638297873
3977,AH Biologisch Geitenkaas 50+,2.44,300.0,25.0,1.7,17.0,1.9899999999999998,0.056666666666666664
3978,AH Dadelbrood met walnoot,2.39,351.0,7.5,62.0,3.9,1.19,0.011111111111111112
3979,AH Vijgenbrood met amandelen,2.39,316.0,8.2,44.0,8.5,1.19,0.02689873417721519
3980,AH Excellent Pain d'Ardenne,2.39,301.0,21.0,0.1,28.0,2.3899999999999997,0.09302325581395349
3981,Maza Hoemoes tabouleh kruiden,2.39,290.0,25.9,6.8,5.7,1.19,0.019655172413793102
3982,Zonnatura Groentespread spicy tomaat bio,1.79,157.0,10.0,12.0,,1.77,
3983,Streeckgenoten Geitenroomkaas met kruiden,2.39,333.0,31.0,1.7,12.0,1.9100000000000001,0.036036036036036036
3984,AH Excellent Pate met gekarameliseerde ui,2.39,262.0,20.0,11.0,9.2,1.83,0.03511450381679389
3985,AH Excellent Ardenner paté,2.39,284.0,24.0,1.9,14.0,1.83,0.04929577464788732
3986,AH Excellent Créme paté,2.39,299.0,26.0,4.1,11.0,1.83,0.03678929765886288
3987,Streeckgenoten Shoarmarollade,2.39,315.0,28.0,1.5,14.0,1.9899999999999998,0.044444444444444446
3988,AH Plantaardige goudse plak komijn,2.39,276.0,22.0,19.0,0.5,1.19,0.0018115942028985507
3989,AH Pecorino Romano flakes dop,2.39,406.0,34.0,,25.0,2.65,0.06157635467980296
3990,Streeckgenoten Buffelmozzarella,2.39,294.0,23.0,,15.0,1.9100000000000001,0.05102040816326531
3991,AH Queso iberico,2.39,421.0,35.0,1.5,25.0,2.02,0.05938242280285035
3992,AH Emmentaler 45+,2.39,364.0,28.0,,28.0,1.9899999999999998,0.07692307692307693
3993,Kips Groentespread zongedroogde tomaat,2.39,169.0,11.4,12.3,,1.9100000000000001,
3994,Kips Groentespread aubergine,2.39,103.0,5.5,10.3,1.7,1.9100000000000001,0.016504854368932037
3995,AH Vega Filet Americain peper,2.39,286.0,24.0,7.1,8.6,1.59,0.03006993006993007
3996,AH Vega Filet Americain,2.39,286.0,24.0,7.1,8.6,1.59,0.03006993006993007
3997,Royal Griekse Chalkidiki olijven,2.39,122.0,13.1,,,1.1300000000000001,
3998,Streeckgenoten Grillworst naturel,2.39,273.0,22.4,3.3,14.3,1.9899999999999998,0.05238095238095238
3999,AH Cheddar geraspte kass,2.39,396.0,32.0,,25.0,1.59,0.06313131313131314
4000,Zonnatura Groentespread spinazie,1.79,233.0,19.0,9.5,4.9,1.77,0.021030042918454936
4001,Kips Vega pat mediterraans,2.39,259.0,22.0,8.4,6.2,1.9100000000000001,0.023938223938223938
4002,Streeckgenoten Cervelaat speciaal,2.39,382.0,32.1,2.2,20.9,1.9899999999999998,0.05471204188481675
4003,Maza Hoemoes spicy chipotle,2.39,264.0,22.8,7.4,6.7,1.19,0.02537878787878788
4004,AH Ovengratin geraspte kaas,2.39,346.0,26.0,,26.0,1.59,0.07514450867052024
4006,AH Goudsalami,2.39,357.0,32.0,0.2,17.0,1.9100000000000001,0.047619047619047616
4007,AH Kalfsleverworst,2.39,224.0,17.0,,13.0,1.9899999999999998,0.05803571428571429
4008,Maza Hoemoes rode biet,2.39,259.0,24.3,7.1,5.3,1.19,0.020463320463320462
4009,De Zaanse Hoeve Mild 30+ geraspt,2.39,308.0,20.0,,30.0,1.19,0.09740259740259741
4010,Wahid Kipfilet Provence,2.39,101.0,,,15.0,1.9100000000000001,0.1485148514851485
4012,Apetina White cheese,2.39,261.0,20.0,0.5,18.0,1.59,0.06896551724137931
4013,De Zaanse Hoeve Mild 45+ geraspt,2.39,386.0,30.0,,27.0,1.19,0.06994818652849741
4014,Ballarini Gorgonzola 48+,2.39,325.0,27.0,0.9,19.0,1.59,0.05846153846153846
4015,Streeckgenoten Mosterdgehakt,2.37,275.0,22.0,,14.0,2.15,0.05090909090909091
4016,AH Schouderham dikke plak,2.37,130.0,5.1,0.9,20.0,1.9899999999999998,0.15384615384615385
4018,Quorn Vegetarian Pepperoni,2.35,236.0,17.0,4.2,11.0,2.35,0.046610169491525424
4019,Johma Twents kruidentuintje salade,2.35,327.0,31.5,7.5,1.3,1.34,0.003975535168195719
4020,Leerdammer Original 45+ plakken,2.35,352.0,27.5,0.1,26.0,1.46,0.07386363636363637
4021,AH Ardenner boterhamworst,2.35,268.0,22.0,5.5,12.0,1.56,0.04477611940298507
4022,AH Pesto alla genovese,2.35,365.0,36.0,4.8,4.1,1.3,0.011232876712328766
4024,AH Pesto rosso,2.35,424.0,43.0,3.6,3.8,1.3,0.008962264150943396
4025,Streeckgenoten Grillworst kaas,2.34,297.0,24.0,0.5,19.8,1.95,0.06666666666666667
4026,Streeckgenoten Grillworst,2.34,242.0,17.0,5.1,17.0,1.95,0.07024793388429752
4027,Streeckgenoten Woenselse berliner,2.33,407.0,39.0,,13.0,1.94,0.03194103194103194
4028,AH Gebraden gehakt,2.33,270.0,22.0,3.9,14.0,1.6300000000000001,0.05185185185185185
4029,AH Chaumes plakken,2.09,346.0,28.0,0.5,23.0,2.8899999999999997,0.06647398843930635
4030,AH Kleintje Goudse Oud,1.39,410.0,34.0,,26.0,2.29,0.06341463414634146
4032,AH Groentespread rode biet cashew,2.29,138.0,9.7,8.3,3.7,1.52,0.026811594202898553
4033,AH Groentespread gegrilde paprika,2.29,207.0,15.0,13.0,3.6,1.52,0.017391304347826087
4034,AH Groentespread komkommer tomaat,2.29,119.0,7.3,9.4,2.4,1.52,0.020168067226890754
4035,Kips Theeworst,2.29,320.0,29.0,0.8,14.0,1.83,0.04375
4036,AH Vegan salade kip kerrie,2.29,272.0,23.0,7.9,7.5,1.52,0.027573529411764705
4037,AH Dadel gember brood,2.29,331.0,,77.0,2.8,1.1400000000000001,0.008459214501510574
4038,AH Cheddar 48+,2.29,415.0,35.0,0.1,25.0,2.1,0.060240963855421686
4039,AH Dadel walnoot citroen rozijnen,2.29,345.0,4.9,71.0,3.7,1.1400000000000001,0.010724637681159421
4040,Snaqs Seaweed Sandwich Red Pepper,2.29,479.0,7.8,73.7,7.6,5.720000000000001,0.015866388308977034
4041,AH Camembert 45+,2.29,254.0,20.0,0.5,18.0,1.83,0.07086614173228346
4042,AH Viking blue 50+,2.29,315.0,27.0,0.1,18.0,2.1399999999999997,0.05714285714285714
4043,AH Casselerrib,2.29,173.0,10.0,0.8,20.0,2.29,0.11560693641618497
4044,Apetina White cheese 50% less fat,2.29,160.0,9.6,0.6,16.0,1.52,0.1
4045,Fratelli Laurieri Scrocchi mix,2.29,439.0,13.0,69.0,10.0,1.3,0.022779043280182234
4046,Garden Gourmet Kipfilet tuinkruiden,2.29,194.0,15.0,4.5,8.6,2.8600000000000003,0.04432989690721649
4047,Kips Vega Magere Smeerworst,2.29,166.0,11.4,,8.3,1.9,0.05
4048,Kips Vega Paprika Pate,2.29,248.0,21.4,7.1,6.1,1.83,0.024596774193548384
4049,Heks'nkaas Tube,2.29,402.0,39.2,9.7,1.9,1.9899999999999998,0.00472636815920398
4050,Garden Gourmet Kipfilet,2.29,194.0,15.0,4.6,8.7,2.8600000000000003,0.04484536082474226
4051,Garden Gourmet Filet americain,2.29,191.0,14.0,7.3,6.5,1.9,0.034031413612565446
4052,Garden Gourmet Smeerworst tuinkruiden,2.29,202.0,15.0,6.9,7.2,1.9,0.03564356435643565
4053,Garden Gourmet Smeerworst,2.29,203.0,15.0,,7.3,1.9,0.03596059113300493
4054,AH Flinterdunne goudsalami,2.29,357.0,32.0,0.2,17.0,2.29,0.047619047619047616
4055,Huls Boeren borrelworstjes,2.29,488.0,43.0,,24.2,2.54,0.04959016393442623
4056,Kips Vega snijworst,2.29,244.0,18.4,11.8,7.1,1.83,0.029098360655737704
4057,Kips Vega pat vol en smeuig,2.29,261.0,23.1,6.9,6.2,1.83,0.023754789272030653
4058,Meester & Zn. Scharrel gerookte kipfilet,2.29,158.0,,2.3,17.0,1.52,0.10759493670886076
4059,Kips Vega filet americain,2.29,231.0,15.5,13.5,7.8,1.83,0.033766233766233764
4060,Kips Vega smeerworst tuinkruiden,2.29,236.0,19.0,8.8,,1.83,
4061,AH Witte kaas blokjes in olie,2.29,577.0,60.0,0.2,9.1,0.61,0.015771230502599654
4062,Zonnatura Spread paprika,1.72,231.0,18.0,11.0,5.1,1.69,0.022077922077922075
4063,Bifi Mini 6-pack,2.29,511.0,45.0,,25.0,3.81,0.04892367906066536
4064,Président Rondelé fromage de chèvre de France,2.29,315.0,31.0,,,2.29,
4065,Wahid Kalkoenham,2.29,118.0,4.8,,11.5,1.83,0.09745762711864407
4066,AH Pestosaus groen,2.29,530.0,54.0,3.3,7.2,1.83,0.013584905660377358
4067,Old Amsterdam Crème,2.29,224.0,18.9,0.1,13.2,1.83,0.05892857142857143
4068,Johma Farmer salade,2.29,256.0,23.3,9.7,,1.3,
4069,AH Knabbelspek,2.29,571.0,39.0,0.1,55.0,2.29,0.09632224168126094
4070,Maza Hoemoes koriander & limoen,2.29,309.0,29.9,6.4,6.4,1.1400000000000001,0.020711974110032363
4073,AH Hollandse gehaktballetjes,2.29,262.0,21.0,5.9,12.0,0.5700000000000001,0.04580152671755725
4075,Streeckgenoten Grillworst cheddar jalapeno,2.28,301.0,24.0,,17.0,1.9,0.05647840531561462
4076,Streeckgenoten Koempelpastei,2.27,285.0,23.0,4.6,14.8,1.89,0.05192982456140351
4077,AH Hausmacher gesneden,2.27,279.0,23.0,2.9,15.0,1.75,0.053763440860215055
4079,AH Nocellara olijven rozemarijn-peper,2.02,250.0,25.0,3.2,1.9,1.73,0.0076
4080,AH Zoete olijven,2.25,279.0,22.0,18.0,0.7,1.73,0.0025089605734767025
4081,AH Geitenkaas honing 40+,2.25,287.0,19.0,12.0,17.0,1.81,0.059233449477351915
4084,AH Hummus zongedroogde tomaat,2.25,297.0,26.0,6.5,6.7,1.28,0.02255892255892256
4085,Meester & Zn. Scharrel kipfilet,2.25,158.0,,2.3,17.0,1.5,0.10759493670886076
4086,Leerdammer Lightlife 30+ plakken,2.25,262.0,16.0,0.1,29.5,1.4,0.11259541984732824
4091,AH Bruschetta tomaatsalade,2.25,106.0,,7.4,0.4,1.5,0.0037735849056603774
4092,AH Smeuïge tonijnsalade,2.25,306.0,26.0,6.4,11.0,1.5,0.03594771241830065
4093,AH Hummus pompoen,2.25,172.0,10.0,13.0,4.9,1.28,0.028488372093023257
4094,AH Hummus pikant,2.25,219.0,15.0,8.4,,1.28,
4095,AH Hummus naturel,2.25,239.0,18.0,5.5,7.8,1.28,0.032635983263598324
4096,AH Surimi krab salade,2.25,269.0,22.0,13.0,4.7,1.5,0.01747211895910781
4097,AH Kip kerrie salade,2.25,298.0,26.0,7.2,8.6,1.5,0.02885906040268456
4098,AH Scharrelei bieslook salade,2.25,285.0,26.0,,7.5,1.5,0.02631578947368421
4099,AH Frisse tzatziki,2.25,168.0,15.0,3.1,5.1,1.73,0.030357142857142853
4100,AH Volle aioli,2.25,743.0,81.0,2.2,1.2,1.28,0.0016150740242261102
4101,AH Grillworst zaanlanderkaas,2.25,280.0,22.0,4.4,16.0,1.8,0.05714285714285714
4102,AH Grillworst kip,2.25,239.0,18.0,5.2,14.0,1.8,0.058577405857740586
4103,Kips Magere leverworst,2.25,180.0,12.0,2.2,15.7,1.8,0.08722222222222221
4104,AH Flinterdunne achterham,2.25,102.0,2.1,4.8,16.0,2.25,0.1568627450980392
4106,Streeckgenoten Hausmacher,2.22,268.0,20.0,,18.0,1.85,0.06716417910447761
4107,AH Grillworst kaas mosterd plakjes,2.21,256.0,20.0,3.8,15.0,1.9899999999999998,0.05859375
4108,AH Gehakt cordon bleu,2.21,210.0,16.0,2.3,14.0,1.9899999999999998,0.06666666666666667
4109,Milner Smeerkaas 20+ sambal,2.19,135.0,,,17.0,1.46,0.1259259259259259
4110,Milner Smeerkaas 20+ komijn,2.19,135.0,,,17.0,1.46,0.1259259259259259
4111,Milner Smeerkaas 20+ kruiden,2.19,135.0,,,17.0,1.46,0.1259259259259259
4112,Zanetti Mini mozzarelle,2.19,213.0,15.5,0.4,18.0,1.75,0.08450704225352113
4113,AH Tapenade zwarte olijven,2.19,375.0,39.0,,,1.51,
4114,AH Tapenade zongedroogde tomaten,2.19,168.0,12.0,11.0,2.5,1.51,0.01488095238095238
4115,AH Tapenade groene olijven,2.19,377.0,40.0,2.2,0.8,1.51,0.0021220159151193636
4116,AH Excellent Chorizo pamplona,1.97,466.0,42.0,,19.0,2.19,0.0407725321888412
4117,Streeckgenoten Roomkaas met kruiden,2.19,184.0,17.0,3.3,5.1,1.75,0.027717391304347826
4118,AH Vegan salade kipsaté,2.19,268.0,18.0,16.0,9.9,1.46,0.036940298507462686
4119,Bifi Thin Sticks,2.19,508.0,42.0,0.5,32.0,3.65,0.06299212598425197
4120,AH Fromage rouge 60+,2.19,349.0,31.0,0.5,17.0,1.09,0.04871060171919771
4121,AH Dorblu 50+,2.19,337.0,29.0,,19.0,2.77,0.05637982195845697
4122,AH Gevuld eitje salade,2.19,342.0,32.0,6.1,7.2,1.25,0.021052631578947368
4123,ERU Goudkuipje naturel,2.19,243.0,20.0,1.7,14.0,1.09,0.05761316872427984
4124,AH Verse roomkaas met ananas,2.19,319.0,26.0,14.0,7.2,1.75,0.022570532915360503
4125,AH Geitenkaas 50+ gerijpt,2.19,273.0,23.0,1.6,15.0,3.08,0.054945054945054944
4126,AH St. Paulin 45+,2.19,308.0,24.0,,23.0,1.8199999999999998,0.07467532467532467
4128,Panetteria di Sergio Scrocchi zeezout,2.19,427.0,12.0,68.0,10.0,1.09,0.0234192037470726
4129,AH Plantaardige plakken mozzarella,2.19,278.0,23.0,17.0,,1.46,
4130,AH Plantaardige rasp cheddar,2.19,320.0,25.0,23.0,0.3,1.25,0.0009375
4131,AH Plantaardige plakken cheddar,2.19,312.0,25.0,21.0,0.3,1.46,0.0009615384615384615
4132,AH Vegan salade alternatief voor ei,2.19,323.0,31.0,4.9,4.2,1.46,0.013003095975232198
4133,AH Vegan grillworst,2.19,163.0,11.0,,8.3,1.75,0.05092024539877301
4134,AH Oude kaassalade,2.19,397.0,37.0,7.6,8.4,1.25,0.02115869017632242
4135,Maza Hoemoes tomaat basilicum,2.19,239.0,25.3,8.1,6.3,1.09,0.026359832635983262
4136,AH Geitenkaas naturel 48+,2.19,285.0,22.0,1.8,20.0,1.75,0.07017543859649122
4137,AH Salami milano,2.19,358.0,28.0,0.5,26.0,2.19,0.07262569832402235
4138,Panetteria di Sergio Scrocchi olijf,2.19,437.0,13.0,68.0,10.0,1.09,0.02288329519450801
4139,Panetteria di Sergio Scrocchi rozemarijn,2.19,427.0,12.0,68.0,10.0,1.09,0.0234192037470726
4140,Wild West Beef Jerky original,1.64,290.0,4.6,27.3,34.8,8.76,0.12
4141,Emmi Strooikaas,2.19,279.0,0.6,5.3,63.1,2.43,0.22616487455197132
